name,taxon,status_species,spending,region_num,priority,priority_threat,priority_potential,priority_rarity,conflict,ngenus,CommonNameFlag,ngrams_science,ngrams_common
Alasmidonta atropurpurea,Invertebrates,1,37439.03,1,5,3,1,2,0,12,0,-0.110416,-0.1101587
Triodopsis platysayoides,Invertebrates,1,5098.08,1,8,2,2,2,1,42,0,-0.1638258,-0.122832
Polyphylla barbata,Invertebrates,1,11929.22,1,8,2,2,2,1,7,0,-0.1538461,-0.1201235
Pyrgulopsis neomexicana,Invertebrates,1,1531.875,1,5,3,1,2,0,127,0,-0.1584506,-0.122832
Lampsilis powellii,Invertebrates,2,17260.15,1,8,2,2,2,0,24,1,-0.1638258,-0.1217723
Haliotis cracherodii,Invertebrates,3,1151005,NA,5,3,1,2,NA,55,0,0.01669152,-0.04891639
Medionidus acutissimus,Invertebrates,2,40235.21,1,8,2,2,2,0,6,0,-0.07948145,-0.1047641
Elliptoideus sloatianus,Invertebrates,2,134365.9,1,11,2,1,2,0,1,0,-0.05858914,-0.1151191
Marstonia pachyta,Invertebrates,1,612.75,1,5,3,1,2,0,9,0,-0.1638258,-0.122832
Hamiota perovalis,Invertebrates,2,3110.727,1,8,2,2,2,0,4,0,-0.1638258,-0.122832
Branchinecta conservatio,Invertebrates,2,117399.8,1,8,2,2,2,0,48,0,-0.0640414,-0.102231
Plethobasus cooperianus,Invertebrates,1,263298.7,2,5,3,1,2,0,3,0,-0.130693,-0.1197355
Rhadine infernalis,Invertebrates,2,71827.58,1,2,3,2,2,1,42,0,-0.1638258,-0.122832
Lampsilis streckeri,Invertebrates,1,17871.88,1,8,2,2,2,0,24,0,-0.1429162,-0.1206118
Neonympha mitchellii mitchellii,Invertebrates,1,266689.2,3,3,3,2,1,0,3,0,-0.1638258,-0.122832
Theliderma sparsa,Invertebrates,1,18116.97,2,5,3,1,2,0,5,0,-0.1638258,-0.1193664
Medionidus simpsonianus,Invertebrates,1,50833.74,1,5,3,1,2,0,6,0,-0.1113255,-0.1211254
Pleurobema plenum,Invertebrates,1,88828.32,3,5,3,1,2,0,24,1,-0.1334787,-0.1160692
Cicindela ohlone,Invertebrates,1,2553.125,1,2,3,2,2,0,79,0,-0.1024475,-0.1140805
Rhaphiomidas terminatus abdominalis,Invertebrates,1,71230.15,1,6,3,1,1,1,16,0,-0.1638258,-0.122832
Plebejus samuelis,Invertebrates,2,1383239,2,9,2,2,1,1,15,1,-0.1638258,0.05260895
Palaemonias alabamae,Invertebrates,2,40952.12,1,5,3,1,2,0,2,0,-0.1382396,-0.1184814
Hesperia leonardus montana,Invertebrates,1,7221.259,1,9,2,2,1,1,19,1,-0.1413694,-0.1183741
Orbicella annularis,Invertebrates,UNK,517941.2,NA,7,2,2,3,NA,3,0,-0.1412267,-0.1185211
Tayshaneta myopica,Invertebrates,1,96508.12,1,2,3,2,2,1,NA,0,-0.1638258,-0.1199704
Cladonia perforata,Plants,1,16411.49,1,5,3,1,2,1,325,0,-0.1638258,-0.122832
Cetradonia linearis,Plants,3,39237.45,2,5,3,1,2,0,1,1,-0.1638258,-0.1196938
Cyrtandra dentata,Plants,1,247124.1,1,8,2,2,2,0,680,0,-0.1638258,-0.122832
Psychotria hexandra var. oahuensis,Plants,1,17647.2,1,3,3,2,1,0,33,0,-0.1638258,-0.122832
Haplostachys haplostachya,Plants,1,113575.3,1,1,3,2,3,0,5,0,-0.1545058,-0.1121971
Echinomastus mariposensis,Plants,2,1916.886,1,2,3,2,2,0,25,0,-0.1638258,-0.122832
Geranium humile,Plants,1,7097.688,1,2,3,2,2,0,151,0,-0.1638258,-0.0921683
Scaevola coriacea,Plants,1,20831.46,1,2,3,2,2,0,75,0,-0.1577093,-0.121953
Pediocactus bradyi,Plants,1,6791.312,1,2,3,2,2,0,9,0,-0.1638258,-0.122832
Pogogyne nudiuscula,Plants,1,128835.8,1,2,3,2,2,1,7,0,-0.1638258,-0.122832
Brodiaea pallida,Plants,1,59038.46,1,2,3,2,2,1,16,0,-0.1558896,-0.1219094
Opuntia corallicola,Plants,1,4493.5,1,5,3,1,2,0,103,0,-0.1465415,-0.1218278
Wilkesia hobdyi,Plants,1,16452.34,1,2,3,2,2,0,2,0,-0.127175,-0.122832
Hackelia venusta,Plants,1,37495.19,1,5,3,1,2,0,29,0,-0.08559549,-0.1078019
Cyrtandra tintinnabula,Plants,1,10104.25,1,5,3,1,2,0,680,0,-0.1638258,-0.122832
Gouania meyenii,Plants,1,10423.9,1,5,3,1,2,0,12,0,-0.1638258,-0.122832
Tetramolopium arenarium,Plants,1,108952.1,1,5,3,1,2,0,11,0,-0.1638258,-0.122832
Cyrtandra crenata,Plants,Prob. Extinct,6449.194,1,5,3,1,2,0,680,0,-0.1638258,-0.122832
Cyrtandra sessilis,Plants,1,6149.967,1,5,3,1,2,0,680,0,-0.1638258,-0.122832
Astragalus holmgreniorum,Plants,1,42177.62,2,5,3,1,2,1,431,0,-0.1638258,-0.122832
Eriodictyon capitatum,Plants,2,259289.2,1,11,2,1,2,0,8,0,-0.1473849,-0.1215488
Gardenia brighamii,Plants,1,13168,1,2,3,2,2,0,48,1,-0.1365447,0.7628843
Kokia drynarioides,Plants,1,20837.58,1,2,3,2,2,0,4,0,-0.1638258,-0.122832
Conradina brevifolia,Plants,2,7761.5,1,8,2,2,2,1,6,0,-0.1638258,-0.122832
Erigeron parishii,Plants,2,7923.879,1,8,2,2,2,1,197,0,-0.1286103,-0.1214416
Cyrtandra giffardii,Plants,2,14757.06,1,2,3,2,2,0,680,0,-0.1638258,-0.122832
Cyanea solanacea,Plants,1,63791.36,1,5,3,1,2,0,10,1,-0.1459741,4.873966
Lomatium bradshawii,Plants,2,285442.4,1,5,3,1,2,0,82,0,-0.04574718,-0.1219531
Malacothamnus fasciculatus var. nesioticus,Plants,1,12128.36,1,3,3,2,1,0,11,1,-0.1638258,-0.1222897
Ceanothus ferrisiae,Plants,1,258294.5,1,14,1,2,2,0,64,1,-0.1638258,-0.1192127
Cyrtandra filipes,Plants,1,63791.36,1,5,3,1,2,0,680,0,-0.1638258,-0.122832
Geranium hanaense,Plants,1,63115.29,1,2,3,2,2,0,151,1,-0.1638258,-0.1182833
Schoenocrambe argillacea,Plants,1,4025.767,1,11,2,1,2,1,1,0,-0.1526158,-0.1222863
Chorizanthe pungens var. pungens,Plants,2,44864.53,1,15,1,2,1,0,33,1,-0.1638258,-0.1177252
Astragalus robbinsii var. jesupii,Plants,1,31580.11,1,6,3,1,1,0,431,0,-0.1638258,-0.122832
Hemizonia increscens ssp. villosa,Plants,2,11929.22,1,12,2,1,1,0,1,1,-0.1638258,-0.1223275
Lindera melissifolia,Plants,3,1403869,2,8,2,2,2,1,37,0,-0.01772839,-0.109124
Eupatorium frustratum,Plants,1,6127.5,1,5,3,1,2,0,40,0,-0.1638258,-0.122832
Galium californicum ssp. sierrae,Plants,1,15124.71,1,6,3,1,1,1,84,1,-0.1638258,-0.1213585
Spiranthes diluvialis,Plants,2,622808.3,3,14,1,2,2,1,48,0,-0.1638258,-0.122832
Labordia helleri,Plants,1,6310.304,1,2,3,2,2,0,17,0,-0.1638258,-0.122832
Chlorogalum purpureum,Plants,2,143908.4,1,8,2,2,2,0,5,0,-0.1206585,-0.1194162
Abutilon menziesii,Plants,1,80341.74,1,2,3,2,2,0,43,0,-0.1638258,-0.122832
Cyperus trachysanthos,Plants,1,11711.69,1,5,3,1,2,0,131,0,-0.1638258,-0.122832
Cistanthe pulchella,Plants,1,11866.92,1,8,2,2,2,0,28,0,-0.1638258,-0.122832
Thysanocarpus conchuliferus,Plants,2,102.125,1,8,2,2,2,0,7,0,-0.1638258,-0.122832
Ctenitis squamigera,Plants,1,6880.161,1,5,3,1,2,0,54,1,-0.06496958,-0.1007835
Isodendrion hosakae,Plants,1,109386.1,1,5,3,1,2,0,4,0,-0.1638258,-0.122832
Lysimachia asperulifolia,Plants,3,237100.5,1,8,2,2,2,0,126,0,-0.1638258,-0.122832
Schiedea salicaria,Plants,1,7097.688,1,2,3,2,2,0,34,0,-0.1638258,-0.122832
Pritchardia munroi,Plants,1,62309.53,1,5,3,1,2,0,20,0,-0.1638258,-0.122832
Geum radiatum,Plants,2,47183.79,1,2,3,2,2,0,36,0,-0.1241389,-0.1187001
Schiedea sarmentosa,Plants,1,7097.688,1,8,2,2,2,0,34,0,-0.1638258,-0.122832
Cyperus pennatiformis,Plants,1,6972.074,1,5,3,1,2,0,131,0,-0.1638258,-0.122832
Labordia cyrtandrae,Plants,1,135911,1,5,3,1,2,0,17,0,-0.1638258,-0.122832
Asclepias meadii,Plants,2,64655.34,2,8,2,2,2,1,145,0,-0.1638258,-0.122832
Melicope lydgatei,Plants,1,18968.7,1,5,3,1,2,0,49,0,-0.1638258,-0.122832
Cyrtandra cyaneoides,Plants,1,11618.76,1,2,3,2,2,0,680,0,-0.1638258,-0.122832
Ceanothus ophiochilus,Plants,1,2250.835,1,8,2,2,2,1,64,0,-0.1106935,-0.1203311
Phyllostegia parviflora,Plants,1,20174.79,1,5,3,1,2,0,33,0,-0.1638258,-0.122832
Escobaria minima,Plants,1,510.625,1,2,3,2,2,0,17,0,-0.1638258,-0.1217683
Lysimachia maxima,Plants,1,13816.49,1,5,3,1,2,0,126,0,-0.1638258,-0.122832
Cycladenia humilis var. jonesii,Plants,2,40482.35,2,12,2,1,1,1,1,0,-0.1638258,-0.122832
Cirsium vinaceum,Plants,1,8425.312,1,2,3,2,2,1,72,0,-0.1522466,-0.1219078
Cirsium fontinale var. obispoense,Plants,2,49109.87,1,9,2,2,1,0,72,1,-0.1638258,-0.1217322
Cirsium pitcheri,Plants,2,274924.6,1,8,2,2,2,1,72,0,0.06046767,-0.1148552
Ziziphus celata,Plants,1,81056.61,1,5,3,1,2,0,34,0,-0.1278816,-0.1211624
Schiedea haleakalensis,Plants,1,114064.4,1,2,3,2,2,0,34,0,-0.1638258,-0.122832
Phyllostegia mollis,Plants,1,132068,1,5,3,1,2,0,33,0,-0.1638258,-0.122832
Tetraneuris herbacea,Plants,1,14102.44,1,5,3,1,2,0,9,0,-0.1492809,-0.1079915
Vigna owahuensis,Plants,1,111669.6,1,5,3,1,2,0,68,0,-0.1638258,-0.122832
Phlox hirsuta,Plants,1,10110.38,1,2,3,2,2,1,70,0,-0.1196513,-0.07933941
Neostapfia colusana,Plants,1,14388.39,1,2,3,2,2,1,1,0,-0.1121978,-0.111834
Erysimum capitatum var. angustatum,Plants,1,47617.82,1,3,3,2,1,0,24,1,-0.1638258,-0.118719
Thelypodium stenopetalum,Plants,1,595.3887,1,5,3,1,2,1,16,0,-0.1638258,-0.122832
Arabis perstellata,Plants,2,18096.55,1,5,3,1,2,0,103,0,-0.1638258,-0.122832
Erythronium propullans,Plants,1,4799.875,1,5,3,1,2,1,28,0,-0.1638258,-0.122832
Helianthemum greenei,Plants,3,12132.45,1,14,1,2,2,0,93,0,-0.1638258,-0.122832
Melicope degeneri,Plants,1,13631.65,1,5,3,1,2,0,49,0,-0.1638258,-0.122832
Limnanthes floccosa ssp. californica,Plants,1,41789.55,1,3,3,2,1,1,7,0,-0.1638258,-0.122832
Phyllostegia velutina,Plants,1,14493.58,1,2,3,2,2,0,33,0,-0.1638258,-0.122832
Schiedea hawaiiensis,Plants,1,121434.8,1,5,3,1,2,0,34,0,-0.1638258,-0.122832
Peucedanum sandwicense,Plants,2,8068.896,1,8,2,2,2,0,51,0,-0.01494297,-0.06366287
Stenogyne cranwelliae,Plants,1,10159.4,1,5,3,1,2,0,22,0,-0.1638258,-0.122832
Diellia pallida,Plants,1,9742.725,1,5,3,1,2,0,100,0,-0.1638258,-0.122832
Schoenocrambe barnebyi,Plants,1,306.375,1,17,1,1,2,0,1,0,-0.1638258,-0.122832
Cyanea kunthiana,Plants,2,52379.91,1,2,3,2,2,0,10,0,-0.1638258,-0.122832
Geranium kauaiense,Plants,1,13281.36,1,2,3,2,2,0,151,0,-0.1638258,-0.122832
Silene polypetala,Plants,2,28335.6,1,8,2,2,2,0,491,0,-0.1531879,-0.1201312
Asplenium rhomboideum,Plants,1,114485.2,1,6,3,1,1,0,100,0,-0.1638258,-0.122832
Piperia yadonii,Plants,1,198143.9,1,2,3,2,2,1,2,0,-0.1638258,-0.122832
Spigelia gentianoides,Plants,1,15377.98,1,2,3,2,2,0,15,0,-0.141506,-0.1211712
Schiedea stellarioides,Plants,1,6310.304,1,2,3,2,2,0,34,0,-0.1638258,-0.122832
Brickellia eupatorioides var. floridana,Plants,1,7353,1,NA,NA,NA,NA,NA,33,0,-0.1638258,-0.122832
Rhododendron chapmanii,Plants,1,12663.5,1,8,2,2,2,1,529,0,-0.1638258,-0.122832
Eriogonum kennedyi var. austromontanum,Plants,2,1126.439,1,9,2,2,1,0,231,0,-0.1638258,-0.122832
Pedicularis furbishiae,Plants,1,22032.45,1,14,1,2,2,0,366,0,-0.1638258,-0.122832
Clermontia peleana,Plants,1,21112.3,1,5,3,1,2,0,23,0,-0.1638258,-0.122832
Boechera hoffmannii,Plants,1,12230.49,1,5,3,1,2,0,109,0,-0.1638258,-0.122832
Astragalus limnocharis var. montii,Plants,1,6641.189,1,8,2,2,2,0,431,0,-0.1638258,-0.1225391
Carex specuicola,Plants,2,33149.78,2,8,2,2,2,0,995,0,-0.1453769,-0.1211515
Chamaesyce eleanoriae,Plants,1,9355.671,1,5,3,1,2,0,1982,0,-0.1638258,-0.122832
Echinocactus horizonthalonius var. nicholii,Plants,2,2961.625,1,3,3,2,1,0,6,0,-0.1638258,-0.122832
Sisyrinchium dichotomum,Plants,2,42422.72,1,8,2,2,2,1,126,0,-0.1638258,-0.122832
Potamogeton clystocarpus,Plants,1,255.3125,1,5,3,1,2,0,117,0,-0.1539373,-0.1220271
Pleomele hawaiiensis,Plants,1,28292.71,1,2,3,2,2,0,13,0,-0.1638258,-0.122832
Arabis mcdonaldiana,Plants,3,102.125,2,14,1,2,2,1,103,0,-0.1638258,-0.122832
Frankenia johnstonii,Plants,3,13786.88,NA,14,1,2,2,NA,11,0,-0.1379592,-0.1202546
Phyllostegia imminuta,Plants,Prob. Extinct,102868.5,1,5,3,1,2,0,33,0,-0.1638258,-0.122832
Melicope pallida,Plants,1,6609.53,1,5,3,1,2,0,49,1,-0.1009524,2.05211
Diellia unisora,Plants,1,7444.913,1,11,2,1,2,0,100,0,-0.1638258,-0.122832
Hibiscus dasycalyx,Plants,1,13626.54,1,NA,NA,NA,NA,NA,37,0,-0.1638258,-0.122832
Zanthoxylum hawaiiense,Plants,1,118477.3,1,2,3,2,2,0,20,0,-0.1638258,-0.122832
Pritchardia remota,Plants,1,6149.967,1,2,3,2,2,0,20,0,-0.1638258,-0.122832
Silene spaldingii,Plants,2,480422.6,2,8,2,2,2,1,491,0,-0.1370277,-0.1223861
Astrophytum asterias,Plants,1,10723.12,1,2,3,2,2,1,6,0,-0.1124301,-0.1118172
Vicia menziesii,Plants,1,25745.71,1,2,3,2,2,1,165,0,-0.1535148,-0.1220813
Pediocactus sileri,Plants,2,16952.75,2,8,2,2,2,0,9,0,-0.1290762,-0.1206148
Dubautia latifolia,Plants,1,6310.304,1,5,3,1,2,0,30,0,-0.1638258,-0.122832
Nitrophila mohavensis,Plants,1,36698.62,1,8,2,2,2,0,4,0,-0.1473849,-0.1213145
Acaena exigua,Plants,1,6654.465,1,5,3,1,2,0,29,0,-0.1283433,-0.1219554
Cyrtandra oxybapha,Plants,1,7097.688,1,2,3,2,2,0,680,0,-0.1638258,-0.122832
Lupinus westianus var. aridorum,Plants,1,30708.99,1,2,3,2,2,1,165,0,-0.1638258,-0.1200853
Ochrosia kilaueaensis,Plants,Prob. Extinct,8222.084,1,5,3,1,2,0,17,1,-0.1612757,-0.1011259
Chamaesyce herbstii,Plants,1,130066.4,1,8,2,2,2,0,1982,0,-0.1638258,-0.122832
Hesperolinon congestum,Plants,1,3727.562,1,8,2,2,2,1,13,0,-0.1509225,-0.122524
Zanthoxylum dipetalum var. tomentosum,Plants,1,23710.36,1,6,3,1,1,0,20,0,-0.1638258,-0.122832
Phyllostegia pilosa,Plants,1,13898.19,1,5,3,1,2,0,33,0,-0.1638258,-0.122832
Lysimachia filifolia,Plants,1,6609.53,1,2,3,2,2,0,126,0,-0.1638258,-0.122832
Melicope paniculata,Plants,1,9570.134,1,5,3,1,2,0,49,1,-0.1638258,2.05211
Cyanea asarifolia,Plants,1,11798.5,1,5,3,1,2,0,10,0,-0.1638258,-0.122832
Chorizanthe valida,Plants,1,3625.438,1,5,3,1,2,0,33,0,-0.1581035,-0.1219515
Eriogonum ovalifolium var. williamsiae,Plants,1,108294.4,1,3,3,2,1,0,231,0,-0.1638258,-0.1205141
Lomatium cookii,Plants,1,143975.8,1,2,3,2,2,1,82,0,-0.1638258,-0.122832
Cyanea profuga,Plants,1,63791.36,1,5,3,1,2,0,10,0,-0.1638258,-0.122832
Cyanea eleeleensis,Plants,Prob. Extinct,15755.84,1,5,3,1,2,0,10,0,-0.1638258,-0.122832
Caesalpinia kavaiensis,Plants,1,36730.28,1,5,3,1,2,0,25,0,-0.1188382,-0.1178992
Phacelia argillacea,Plants,1,6311.325,1,2,3,2,2,0,166,0,-0.152389,-0.1187962
Platydesma rostrata,Plants,1,7121.176,1,5,3,1,2,0,4,0,-0.1638258,-0.122832
Sclerocactus mesae-verdae,Plants,2,70262,2,11,2,1,2,1,25,1,-0.14543,-0.1203624
Paronychia chartacea,Plants,3,7424.488,1,8,2,2,2,0,32,0,-0.1638258,-0.122832
Arctostaphylos glandulosa ssp. crassifolia,Plants,2,99061.25,1,6,3,1,1,1,78,0,-0.1638258,-0.122832
Bidens wiebkei,Plants,1,58419.58,1,2,3,2,2,0,50,0,-0.1638258,-0.122832
Taraxacum californicum,Plants,1,1804.549,1,5,3,1,2,0,155,0,-0.147024,-0.1219219
Doryopteris takeuchii,Plants,1,6310.304,1,2,3,2,2,0,17,0,-0.1638258,-0.122832
Liatris ohlingerae,Plants,2,11611.61,1,2,3,2,2,NA,49,0,-0.1638258,-0.122832
Mentzelia leucophylla,Plants,1,38463.34,1,8,2,2,2,NA,88,0,-0.1638258,-0.122832
Eriogonum codium,Plants,1,13557.09,1,5,3,1,2,0,231,0,-0.1638258,-0.122832
Lipochaeta fauriei,Plants,1,4967.36,1,5,3,1,2,0,7,0,-0.1638258,-0.122832
Santalum freycinetianum var. lanaiense,Plants,1,7329.511,1,3,3,2,1,0,8,0,-0.1638258,-0.122832
Marshallia mohrii,Plants,3,6995.562,1,14,1,2,2,0,8,0,-0.1638258,-0.122832
Orcuttia californica,Plants,1,131496.1,1,11,2,1,2,1,5,0,-0.11103879999999999,-0.1156323
Lobelia niihauensis,Plants,2,10977.42,1,5,3,1,2,0,53,0,-0.1638258,-0.122832
Tetramolopium rockii,Plants,1,25178.92,1,14,1,2,2,0,11,0,-0.1638258,-0.122832
Platanthera leucophaea,Plants,2,74014.07,2,8,2,2,2,0,85,0,-0.1638258,-0.122832
Nothocestrum peltatum,Plants,1,15077.74,1,5,3,1,2,0,4,0,-0.1638258,-0.122832
Viola oahuensis,Plants,1,9964.336,1,5,3,1,2,0,109,0,-0.1638258,-0.122832
Sanicula purpurea,Plants,1,10913.08,1,5,3,1,2,0,37,0,-0.1638258,-0.122832
Cyanea obtusa,Plants,1,12728.86,1,5,3,1,2,0,10,0,-0.1638258,-0.122832
Cyanea undulata,Plants,1,11993.56,1,5,3,1,2,0,10,0,-0.1638258,-0.122832
Rhynchospora knieskernii,Plants,2,15120.63,1,14,1,2,2,0,93,0,-0.1638258,-0.122832
Phacelia insularis var. insularis,Plants,1,12128.36,1,6,3,1,1,0,166,1,-0.1638258,-0.1219845
Mucuna sloanei var. persericea,Plants,1,5475.943,1,5,3,1,2,0,6,0,-0.1638258,-0.122832
Calamagrostis hillebrandii,Plants,1,6880.161,1,2,3,2,2,0,138,0,-0.1638258,-0.122832
Deeringothamnus rugelii,Plants,1,3880.75,1,2,3,2,2,0,2,0,-0.1516587,-0.1223379
Helenium virginicum,Plants,3,10446.37,2,2,3,2,2,0,21,0,-0.1501079,-0.1184669
Gouania vitifolia,Plants,1,14171.89,1,5,3,1,2,0,12,0,-0.1638258,-0.122832
Bidens campylotheca ssp. waihoiensis,Plants,1,51217.73,1,6,3,1,1,0,50,0,-0.1638258,-0.122832
Astragalus pycnostachyus var. lanosissimus,Plants,1,3534.546,1,6,3,1,1,1,431,0,-0.1638258,-0.122832
Eriogonum gypsophilum,Plants,1,18586.75,1,14,1,2,2,0,231,0,-0.1638258,-0.122832
Arctostaphylos pallida,Plants,1,11233.75,1,5,3,1,2,0,78,0,-0.1461184,-0.1219273
Orcuttia viscida,Plants,1,13817.51,1,5,3,1,2,1,5,0,-0.115471,-0.1150359
Arctostaphylos hookeri ssp. ravenii,Plants,1,3165.875,1,12,2,1,1,0,78,1,-0.1638258,-0.1078303
Sidalcea nelsoniana,Plants,2,89118.36,1,2,3,2,2,0,31,0,-0.1638258,-0.122832
Penstemon haydenii,Plants,1,136679,1,11,2,1,2,1,248,0,-0.1211661,-0.1144287
Tetramolopium remyi,Plants,1,17574.69,1,2,3,2,2,0,11,0,-0.1638258,-0.122832
Clermontia oblongifolia ssp. mauiensis,Plants,1,6553.361,1,6,3,1,1,0,23,0,-0.1638258,-0.122832
Astragalus ampullarioides,Plants,1,8884.875,1,5,3,1,2,1,431,0,-0.1638258,-0.122832
Leavenworthia crassa,Plants,2,2246.75,1,2,3,2,2,0,8,0,-0.1638258,-0.122832
Thlaspi californicum,Plants,1,102.125,1,2,3,2,2,1,15,0,-0.1638258,-0.122832
Cyanea stictophylla,Plants,1,23010.81,1,2,3,2,2,0,10,0,-0.1638258,-0.122832
Chorizanthe howellii,Plants,1,306.375,1,8,2,2,2,0,33,0,-0.1638258,-0.122832
Tetraplasandra gymnocarpa,Plants,1,17670.69,1,5,3,1,2,0,17,0,-0.1638258,-0.122832
Acanthomintha duttonii,Plants,1,1443.026,1,6,3,1,1,1,4,1,-0.1530034,-0.1213078
Dicerandra christmanii,Plants,1,5484.113,1,2,3,2,2,1,5,0,-0.1638258,-0.122832
Spiraea virginiana,Plants,2,1763011,3,8,2,2,2,0,89,0,-0.1351561,-0.1171149
Cyanea horrida,Plants,2,54008.81,1,5,3,1,2,0,10,0,-0.1638258,-0.122832
Trifolium amoenum,Plants,1,3370.125,1,2,3,2,2,0,229,0,-0.1410586,-0.1192319
Canavalia napaliensis,Plants,1,12935.15,1,2,3,2,2,0,55,0,-0.1638258,-0.122832
Liatris helleri,Plants,2,44010.77,1,8,2,2,2,NA,49,0,-0.1396669,-0.1221476
Asplenium scolopendrium var. americanum,Plants,2,48079.43,3,9,2,2,1,0,100,1,-0.1638258,-0.1221286
Castilleja mollis,Plants,2,10286.03,1,2,3,2,2,0,108,0,-0.1638258,-0.122832
Cyanea grimesiana ssp. obatae,Plants,1,130870.1,1,6,3,1,1,0,10,0,-0.1638258,-0.122832
Poa atropurpurea,Plants,2,40322.01,1,2,3,2,2,0,290,0,-0.1092827,-0.120709
Coryphantha ramillosa,Plants,2,1531.875,1,8,2,2,2,0,44,0,-0.1566761,-0.1217683
Pritchardia remota ssp. 3,Plants,1,7121.176,1,5,3,1,2,0,20,0,-0.1638258,-0.122832
Macbridea alba,Plants,2,29957.35,1,8,2,2,2,NA,2,0,-0.1638258,-0.122832
Howellia aquatilis,Plants,3,766654.4,3,13,1,2,3,0,1,0,-0.07785614,-0.1130142
Gouania hillebrandii,Plants,1,8133.235,1,8,2,2,2,0,12,0,-0.1638258,-0.122832
Cupressus goveniana ssp. goveniana,Plants,1,3976.747,1,8,2,2,2,1,3,1,-0.1638258,-0.1185601
Lipochaeta venosa,Plants,1,108043.1,1,5,3,1,2,0,7,0,-0.1638258,-0.122832
Castilleja levisecta,Plants,2,573020.3,1,2,3,2,2,0,108,0,-0.1638258,-0.122832
Solidago albopilosa,Plants,2,32884.25,NA,8,2,2,2,0,89,0,-0.1638258,-0.122832
Hibiscus waimeae ssp. hannerae,Plants,1,8766.41,1,3,3,2,1,0,37,0,-0.1638258,-0.122832
Tetraplasandra oahuensis,Plants,3,10758.87,1,5,3,1,2,0,17,0,-0.1638258,-0.122832
Lithophragma maximum,Plants,1,245312.4,1,2,3,2,2,0,10,0,-0.1638258,-0.122832
Amorpha herbacea var. crenulata,Plants,1,21242,1,5,3,1,2,1,1,0,-0.1638258,-0.122832
Amsonia kearneyana,Plants,1,25607.84,1,2,3,2,2,0,16,0,-0.1638258,-0.122832
Chorizanthe robusta var. hartwegii,Plants,1,306.375,1,3,3,2,1,0,33,0,-0.1638258,-0.1218715
Schiedea lydgatei,Plants,1,8133.235,1,8,2,2,2,0,34,0,-0.1638258,-0.122832
Alsinidendron viscosum,Plants,1,8665.306,1,2,3,2,2,0,34,0,-0.1638258,-0.122832
Cyanea shipmanii,Plants,1,32425.71,1,2,3,2,2,0,10,0,-0.1638258,-0.122832
Clermontia pyrularia,Plants,1,15791.59,1,2,3,2,2,0,23,0,-0.1638258,-0.122832
Dubautia kenwoodii,Plants,1,10319.73,1,5,3,1,2,0,30,0,-0.1638258,-0.122832
Arctostaphylos confertiflora,Plants,2,8155.703,1,2,3,2,2,0,78,0,-0.1553784,-0.1220003
Phyllostegia knudsenii,Plants,1,10319.73,1,5,3,1,2,0,33,0,-0.1638258,-0.122832
Phyllostegia mannii,Plants,1,13816.49,1,5,3,1,2,0,33,0,-0.1638258,-0.122832
Lesquerella filiformis,Plants,3,56549.68,2,8,2,2,2,NA,91,0,-0.1556128,-0.12003080000000001
Melicope hiiakae,Plants,1,11781.14,1,5,3,1,2,0,49,0,-0.1638258,-0.122832
Torreya taxifolia,Plants,1,29014.73,1,5,3,1,2,1,7,0,0.1286743,-0.06619087
Lepidium arbuscula,Plants,1,7798.265,1,8,2,2,2,0,144,0,-0.1638258,-0.122832
Lesquerella congesta,Plants,1,8782.75,1,8,2,2,2,NA,91,0,-0.1429487,-0.1208271
Phyllostegia glabra var. lanaiensis,Plants,Prob. Extinct,7185.515,1,6,3,1,1,0,33,0,-0.1638258,-0.122832
Blennosperma bakeri,Plants,1,36396.33,1,5,3,1,2,1,2,0,-0.1638258,-0.122832
Bidens micrantha ssp. kalealaha,Plants,1,77785.55,1,9,2,2,1,0,50,0,-0.1638258,-0.122832
Lipochaeta micrantha,Plants,1,5867.081,1,8,2,2,2,0,7,0,-0.1638258,-0.122832
Dudleya abramsii ssp. setchellii,Plants,2,26930.36,1,2,3,2,2,1,29,0,-0.1638258,-0.1198919
Cyanea lobata,Plants,1,12454.14,1,2,3,2,2,0,10,0,-0.1638258,-0.122832
Eutrema penlandii,Plants,1,25893.79,1,11,2,1,2,1,37,0,-0.1638258,-0.122832
Pleomele forbesii,Plants,1,7797.244,1,5,3,1,2,0,13,0,-0.1638258,-0.122832
Callirhoe scabriuscula,Plants,2,1327.625,1,5,3,1,2,1,9,0,-0.1546169,-0.1208344
Myrsine vaccinioides,Plants,1,7097.688,1,2,3,2,2,0,45,0,-0.1638258,-0.122832
Thalictrum cooleyi,Plants,1,33381.6,1,2,3,2,2,0,109,0,-0.1638258,-0.122832
Chamaesyce hooveri,Plants,1,13952.32,1,8,2,2,2,1,1982,0,-0.1638258,-0.122832
Clematis socialis,Plants,1,7250.875,1,5,3,1,2,0,148,0,-0.1638258,-0.122832
Warea amplexifolia,Plants,1,84661.62,1,2,3,2,2,1,4,0,-0.1491166,-0.1222571
Hesperomannia arborescens,Plants,1,259950,1,5,3,1,2,0,5,0,-0.1638258,-0.122832
Lesquerella perforata,Plants,1,6627.913,1,5,3,1,2,NA,91,0,-0.156235,-0.1204857
Cyanea kolekoleensis,Plants,1,17384.74,1,5,3,1,2,0,10,0,-0.1638258,-0.122832
